	segment	count
63585	赵卫稷	1
63586	为期不远	1
63587	赵又廷会	1
63588	赵又霆	1
63589	赵凯	1
63590	赵启	1
63591	赵启平	1
63592	赵喜斌	1
63593	为时已晚	1
63578	赵丽颖要	1
63576	走马	1
63631	一步棋	1
63575	为逆天	1
63560	为集	1
63561	走走看看	1
63562	走走过场	1
63563	走起	1
63564	主们	1
63565	主从	1
63566	走边	1
63567	主义精神	1
63568	走远	1
63569	走马灯	1
63570	为防	1
63571	走野	1
63572	走量	1
63573	为镜	1
63574	走错	1
63594	赵四作	1
63595	赵四是	1
63596	赵四能	1
63597	赵凯迪	1
63616	赵先生	1
63617	不疑	1
63618	不畏艰险	1
63619	银蛇	1
63620	郭若寒	1
63621	酒吧街	1
63622	酒妆上	1
63623	酒宴	1
63624	酒局	1
63625	一水	1
63626	一毛钱	1
63627	一毛	1
63628	酒桌	1
63629	一武	1
63630	酒池肉林	1
63615	为王	1
63614	为玛氏	1
63613	为用	1
63604	为罗晋	1
63598	赵冠春	1
63599	赵丽颖饰	1
63600	为罗振宇	1
63601	赵义	1
63602	赵之珩	1
63603	为耀天	1
63605	赵亮	1
63612	为秋山君	1
63606	赵伟	1
63607	赵伟泽	1
63608	为箭牌	1
63609	为泽禹	1
63610	赵俊	1
63611	赵倩	1
65211	上装	1
65212	退婚	1
65213	上色	1
66810	朱利斯	1
66812	朱伟	1
66813	朱丹蓬	1
66814	尚志	1
66815	尚德	1
66816	朱之文	1
66817	尚待	1
66818	朱亚文则	1
66819	朱亚文演	1
66820	朱传武	1
66821	朱利安	1
66822	尚小之时	1
66823	朱侯为	1
66824	朱元璋	1
66825	尚存	1
66826	尚处	1
66811	朱七七	1
66809	朱员成	1
66828	尚华	1
66808	朱延琦	1
66793	朱嘉琦	1
66794	朱国强	1
66795	朱国洋	1
66796	朱国英	1
66797	尚优优	1
66798	朱圣祎于	1
66799	朱圣祎及	1
66800	朱圣祎继	1
66801	尚佳	1
66802	朱婧青	1
66803	尘沙	1
66804	朱孝天	1
66805	朱学	1
66806	朱少杰	1
66807	朱巍	1
66827	尚古	1
66829	李晨展	1
66716	少城	1
66848	杨云发	1
66850	来顿	1
66851	对迪玛希	1
66852	来郎昆	1
66853	来聊天	1
66854	来画	1
66855	来程琳	1
66856	来稿	1
66857	来算	1
66858	对飞	1
66859	对飙	1
66860	来聊	1
66861	来蓉	1
66862	来选	1
66863	对雪	1
66864	来要	1
66849	对藏	1
66847	杨云	1
66830	李晨浩	1
66846	对襟	1
66831	小字辈	1
66832	来犯	1
66833	来领	1
66834	来龙去脉	1
66835	对达康	1
66836	杨七郎	1
66837	对贵	1
66838	对贞姐	1
66839	杨丞琳	1
66840	对该	1
66841	对词	1
66842	对证	1
66843	杨乐乐	1
66844	杨乐及	1
66845	对解	1
66792	朱圣祎呆萌	1
66791	尘望	1
66790	朱一龙饰	1
66735	朵朵开	1
66737	少数几部	1
66738	少数几名	1
66739	机会难得	1
66740	少数几个	1
66741	机型	1
66742	少年郎	1
66743	机动性	1
66744	少年组	1
66745	少年先锋	1
66746	少小离家	1
66747	少室	1
66748	机场跑道	1
66749	朱敬然	1
66750	尘元凌	1
66751	朱戊源	1
66736	朵玫瑰	1
66734	少数派	1
66789	尚浅	1
66733	朴面	1
66718	机智勇敢	1
66719	少化	1
66720	机械化	1
66721	机宜	1
66722	少儿读物	1
66723	少人	1
66724	机械手	1
66725	机械运动	1
66726	小齐牙	1
66727	小默	1
66728	机票价格	1
66729	少妈	1
66730	机外	1
66731	少用	1
66732	少数几位	1
66752	本里	1
66753	尤值	1
66754	本行政区域	1
66755	本貌	1
66774	就会断	1
66775	就会分	1
66776	就会入	1
66777	就会令	1
66778	本法	1
66779	就亮	1
66780	就业机会	1
66781	本篇	1
66782	本省	1
66783	尤靖茹	1
66784	尤金站	1
66785	尤里	1
66786	本科毕业	1
66787	尤玲	1
66788	尤物	1
66773	本栏	1
66772	本煜	1
66771	尚未可知	1
66762	尚艺	1
66756	本质性	1
66757	本路	1
66758	尝尽	1
66759	尝尝鲜	1
66760	本钱	1
66761	尤深	1
66763	尚能	1
66770	本组	1
66764	尚网	1
66765	尚维	1
66766	札记	1
66767	尚禾	1
66768	尚涛	1
66769	尤晓源	1
66865	来见	1
66866	来解	1
66867	对门	1
66961	寺院	1
66963	来教	1
66964	来此	1
66965	对龙薇	1
66966	来汉见	1
66967	来治	1
66968	来港	1
66969	对龙	1
66970	对骂	1
66971	寻光集	1
66972	来援	1
66973	寻心	1
66974	来录	1
66975	来婚	1
66976	寻弟	1
66977	来定	1
66962	来来来	1
66960	来暖场	1
66942	导边	1
66959	寻乡	1
66944	条河	1
66945	条约	1
66946	导览	1
66947	导致用户	1
66948	条顺	1
66949	来世	1
66950	导报	1
66951	来场	1
66952	来外	1
66953	寻找机会	1
66954	寺岛	1
66955	寻仙	1
66956	寻仇	1
66957	寻人启事	1
66958	来晋	1
66978	寻己	1
66979	寻宝记	1
66980	来导	1
66981	来尬	1
67000	杨羽来	1
67001	杨胜	1
67002	杨胜刚	1
67003	对刷量	1
67004	对利菁	1
67005	杨若兮	1
67006	杨茜	1
67007	杨莉	1
67008	杨莎莎	1
67009	对凯丽	1
67010	杨莹	1
67011	对凉军	1
67012	对北	1
67013	杨紫有	1
67014	杨紫在	1
66999	对前	1
66998	杨美娜	1
66997	对剧	1
66988	来意	1
66982	寻子	1
66983	来接	1
66984	寻女	1
66985	寻奇星	1
66986	来微	1
66987	来思	1
66989	来成龙	1
66996	杨紫说	1
66990	寻味	1
66991	对焦	1
66992	对烂剧	1
66993	杨希	1
66994	对漫威	1
66995	杨紫笑	1
66943	来些	1
66941	寿光	1
66868	来谈	1
66886	对田贵	1
66888	杨小在	1
66889	杨小芸	1
66890	对素	1
66891	对红不红	1
66892	对花	1
66893	杨千霈	1
66894	杨光	1
66895	杨军	1
66896	杨冬	1
66897	杨则	1
66898	杨刚	1
66899	杨利伟	1
66900	对艺考	1
66901	杨华峰	1
66902	对维嘉	1
66887	对田	1
66885	对症	1
66940	条条	1
66884	杨宋镇	1
66869	对酒当歌	1
66870	杨仕	1
66871	杨代平	1
66872	对苏	1
66873	杨子姗饰	1
66874	杨奇鸣饰	1
66875	杨妤	1
66876	对章艳	1
66877	对立统一	1
66878	对窄化	1
66879	对秋山君	1
66880	杨子姗则	1
66881	对秀场	1
66882	杨士龙	1
66883	杨学锋	1
66903	杨历川	1
66904	对联	1
66905	杨向	1
66906	对翼族	1
66925	寻药	1
66926	寻租	1
66927	寻白	1
66928	来去自如	1
66929	来取	1
66930	来后	1
66931	来会	1
66932	来代受	1
66933	导带	1
66934	条框	1
66935	寿喜锅	1
66936	条幅	1
66937	条微	1
66938	条微博	1
66939	寿光市	1
66924	来包	1
66923	来势凶猛	1
66922	寻路	1
66913	对马伊	1
66907	对美剧	1
66908	对罗仲谦心生	1
66909	对罗仲谦	1
66910	对香	1
66911	来点	1
66912	条件反射	1
66914	导出	1
66921	来加	1
66915	来充	1
66916	来出	1
66917	来函	1
66918	来分	1
66919	寻迹	1
66920	来力	1
66717	少嘛	1
66715	少女时期	1
65214	上表	1
66509	尼姑庵	1
66511	本不多	1
66512	尹正扮	1
66513	本个	1
66514	本为	1
66515	本乐季	1
66516	尹正及	1
66517	本仅	1
66518	尹晨阳	1
66519	尹寿松	1
66520	本刊	1
66521	本初	1
66522	尹子维	1
66523	本功	1
66524	本原	1
66525	本句	1
66510	本不向	1
66508	小鬼当家	1
66527	末路	1
66507	机翼	1
66492	小柯南	1
66493	小柯为	1
66494	李宇	1
66495	小杜杜	1
66496	李安以	1
66497	李安在	1
66498	李富荣	1
66499	李安等	1
66500	小李飞刀	1
66501	小权志龙	1
66502	小朵	1
66503	李宗达	1
66504	小木屋	1
66505	小曼	1
66506	小高	1
66526	本可达	1
66528	尹氏	1
66714	机就	1
66547	尹亚森	1
66549	尹为	1
66550	本斯	1
66551	本息	1
66552	就点	1
66553	就演	1
66554	本愿经	1
66555	就此结束	1
66556	本擎	1
66557	就播	1
66558	本无分	1
66559	就艳惊	1
66560	就拉不来	1
66561	本曲	1
66562	就拉上	1
66563	就座	1
66548	尹丽	1
66546	末春	1
66529	末段	1
66545	尹鸿从	1
66530	未露	1
66531	未解释	1
66532	未语	1
66533	未超	1
66534	尼夫	1
66535	未过	1
66536	未遂	1
66537	未错	1
66538	未饰	1
66539	尹良	1
66540	尼克尔	1
66541	末代	1
66542	尹鸿用	1
66543	末到	1
66544	尹鸿所言	1
66491	小树林	1
66490	李媛则	1
66489	李安则	1
66434	小橘	1
66436	李天	1
66437	李天泽	1
66438	小椅子	1
66439	小森	1
66440	李奔	1
66441	李奥纳多	1
66442	小梅	1
66443	小梁	1
66444	李妈妈	1
66445	李姓	1
66446	小沐沐要	1
66447	李嘉明饰	1
66448	小法斗	1
66449	李双南	1
66450	李勤勤	1
66435	李大双	1
66433	李国齐	1
66488	小树枝	1
66432	小气	1
66417	小岳	1
66418	李昕岳	1
66419	小岳岳要	1
66420	李星	1
66421	小岳岳变	1
66422	李星遥	1
66423	李映民	1
66424	李春利	1
66425	李应福	1
66426	李广	1
66427	小涵	1
66428	李幼斌	1
66429	李国先	1
66430	小汤	1
66431	李国生	1
66451	李卓	1
66452	小流氓	1
66453	李南轩	1
66454	李博	1
66473	李小鹏	1
66474	小昊信	1
66475	李尚	1
66476	李屏宾	1
66477	李岚	1
66478	李小双	1
66479	小无欢	1
66480	李岩松	1
66481	小旗	1
66482	小斐	1
66483	李帅庭	1
66484	李常喜	1
66485	小文	1
66486	李小姐	1
66487	小暖	1
66472	李小飞	1
66471	小晕	1
66470	小景	1
66461	李吉强	1
66455	小派	1
66456	小泽说	1
66457	小泽在	1
66458	李嗣源	1
66459	李可涵	1
66460	李司棋	1
66462	小波儿	1
66469	李山	1
66463	李唐	1
66464	李商隐	1
66465	李啊慧	1
66466	小桥流水	1
66467	小栗旬	1
66468	李婷	1
66564	就可以看	1
66565	本望	1
66566	就势	1
66660	未死	1
66662	未料	1
66663	尽所能	1
66664	未显	1
66665	尽我所能	1
66666	尽情歌唱	1
66667	尽奇招	1
66668	就加	1
66669	就位	1
66670	本条	1
66671	就会特	1
66672	朱茵不出	1
66673	朱茵则	1
66674	尔菲	1
66675	朱茵饰	1
66676	朱莉亚	1
66661	尽抖	1
66659	尽收	1
66641	未育	1
66658	未捷	1
66643	尼罗	1
66644	未能得逞	1
66645	尼日利亚	1
66646	尼成	1
66647	尼察	1
66648	未派	1
66649	未注明	1
66650	未尽	1
66651	未接	1
66652	尽足	1
66653	未得	1
66654	尽致	1
66655	尽收眼底	1
66656	未损	1
66657	未换	1
66677	尔德	1
66678	朱迪	1
66679	尔导	1
66680	朱锐斌	1
66699	朱星	1
66700	朱晓辉	1
66701	朱碧	1
66702	朱河	1
66703	朱熹	1
66704	朱燕	1
66705	尖子	1
66706	尖塔	1
66707	尖嘴利	1
66708	尖刀	1
66709	少言寡语	1
66710	少而精	1
66711	少男	1
66712	少剑波	1
66713	少妇	1
66698	朱明瑛	1
66697	朱旺家	1
66696	尖酸刻薄	1
66687	少辈	1
66681	少锦在	1
66682	朱雨辰	1
66683	少配	1
66684	朱龙勋	1
66685	朱龙广	1
66686	少部分	1
66688	朴海日	1
66695	朱旭大赞	1
66689	尔豪	1
66690	朱红色	1
66691	尖兵	1
66692	朱昱衡	1
66693	尘世	1
66694	尖长	1
66642	尼诺夫	1
66640	未泯	1
66567	就绪	1
66585	就试	1
66587	尼姑	1
66588	未落	1
66589	小鸭子	1
66590	未获奖	1
66591	局中人	1
66592	尿管	1
66593	尿液	1
66594	未办理	1
66595	未及	1
66596	尿毒症	1
66597	未发表过	1
66598	未受	1
66599	未含	1
66600	尾音	1
66601	尾野	1
66586	就融	1
66584	本帮菜	1
66639	尼雅河	1
66583	就通	1
66568	本弱	1
66569	本命	1
66570	本学期	1
66571	本唱区	1
66572	本因	1
66573	尸骨	1
66574	尸解	1
66575	尸横	1
66576	尸兄	1
66577	尸位素餐	1
66578	就领	1
66579	就范	1
66580	就露	1
66581	本尼迪克	1
66582	就集	1
66602	尾片	1
66603	尾椎骨	1
66604	尾大不掉	1
66605	未婚者	1
66624	木说	1
66625	局新	1
66626	木青寞	1
66627	木马病毒	1
66628	尽遣	1
66629	尽速	1
66630	未尝不可	1
66631	未竟事业	1
66632	尽失	1
66633	尽力去做	1
66634	未相负	1
66635	尽出	1
66636	尽其所有	1
66637	尽人皆知	1
66638	未碎	1
66623	局精	1
66622	木聪	1
66621	木耳	1
66612	木桩	1
66606	尽量避免	1
66607	尽释	1
66608	局主	1
66609	未予	1
66610	局主局	1
66611	木筏	1
66613	层出	1
66620	局则	1
66614	层不出	1
66615	木棍	1
66616	木棍子	1
66617	木樨地	1
66618	木等	1
66619	木管	1
67015	杨祐宁直	1
67016	对后	1
67017	杨祐宁则	1
67411	将谍	1
67413	李靓蕾	1
67414	将花	1
67415	尊敬老师	1
67416	李铎	1
67417	将耗	1
67418	小上	1
67419	小主是	1
67420	李辰用	1
67421	小主一	1
67422	李达刚	1
67423	小且	1
67424	李迪思	1
67425	小不点	1
67426	尊长	1
67427	李铁	1
67412	将范	1
67410	将车	1
67429	李郡	1
67409	李雪则	1
67394	杜谢克	1
67395	将剧	1
67396	村花秋蓉	1
67397	将力	1
67398	尊为	1
67399	尊卑	1
67400	李阿慧	1
67401	李陌	1
67402	李隆基	1
67403	李雅	1
67404	尊则	1
67405	尊享	1
67406	尊严感	1
67407	尊笙	1
67408	将龙魂	1
67428	尊老爱幼	1
67430	李金早	1
67018	对司音	1
67449	村旁	1
67451	村有	1
67452	将市	1
67453	将天	1
67454	将嘻哈	1
67455	村为	1
67456	村丁家	1
67457	李飞飞	1
67458	将秋山	1
67459	李骐	1
67460	将耀天	1
67461	将线	1
67462	将级	1
67463	李鸿昌	1
67464	李鸿良	1
67465	将秋山君	1
67450	村是	1
67448	村支书	1
67431	李金祥	1
67447	将津派	1
67432	李钟赫	1
67433	李钦俭	1
67434	李钰	1
67435	李顺达	1
67436	李飞	1
67437	村组	1
67438	村干部	1
67439	将林彤	1
67440	村之声	1
67441	将林	1
67442	村外	1
67443	将心比心	1
67444	村姑	1
67445	将建	1
67446	将店	1
67393	封堵	1
67392	杜萍	1
67391	封爪	1
67336	杜导	1
67338	杜丽娘	1
67339	村规乡	1
67340	将别	1
67341	村里人	1
67342	将分	1
67343	将军令	1
67344	将关	1
67345	杜丽	1
67346	杜佳祝	1
67347	将会献	1
67348	杜卉	1
67349	杜喆	1
67350	将六人	1
67351	杜坚忠	1
67352	将信将疑	1
67337	杜家	1
67335	杜建锋	1
67390	封片	1
67334	杜燕	1
67319	杜悦	1
67320	将们	1
67321	将付	1
67322	射艺	1
67323	杜旭东	1
67324	射程	1
67325	杜晓	1
67326	射杀	1
67327	杜朋朋	1
67328	杜本	1
67329	封面人物	1
67330	杜江称	1
67331	杜波	1
67332	封锁线	1
67333	杜泽壮	1
67353	将体	1
67354	将会用	1
67355	杜玉明	1
67356	封裹	1
67375	封口	1
67376	杜邦	1
67377	封神演义	1
67378	杜竹媛	1
67379	杜瓦	1
67380	封皮	1
67381	杜甫	1
67382	封白	1
67383	杜相上	1
67384	杜相则	1
67385	封疆	1
67386	杜笃	1
67387	封喉	1
67388	杜维瀚饰	1
67389	杜美娴	1
67374	封上	1
67373	条上	1
67372	杠杠	1
67363	束住	1
67357	封致	1
67358	束手无策	1
67359	杜鲁门	1
67360	封入	1
67361	杜鹃花	1
67362	束之高阁	1
67364	封停	1
67371	束起	1
67365	束手就缚	1
67366	束手束脚	1
67367	杜霄	1
67368	束焕	1
67369	束腰	1
67370	束草	1
67466	李麟光	1
67467	村一探	1
67468	李龟	1
67562	暴捷	1
67564	师魏楠	1
67565	师雷雷	1
67566	暴治私	1
67567	暴涨暴跌	1
67568	师说	1
67569	暴漫王	1
67570	暴点	1
67571	暴烈	1
67572	师要	1
67573	暴虐	1
67574	暴行	1
67575	暴起	1
67576	师给	1
67577	希一跃	1
67578	暴得	1
67563	暴政	1
67561	暴戾之气	1
67543	更优	1
67560	暴戾	1
67545	更似	1
67546	布莱德	1
67547	更值	1
67548	更发	1
67549	更全	1
67550	布置任务	1
67551	更准	1
67552	更创	1
67553	布罗	1
67554	更动	1
67555	更劲道	1
67556	师与生	1
67557	曲和词	1
67558	暗语	1
67559	师亦父	1
67579	希七组	1
67580	希尔	1
67581	希德	1
67582	希律	1
67601	曝对	1
67602	曝当期	1
67603	曝怀	1
67604	曝拍	1
67605	师剪	1
67606	师出	1
67607	曝曾	1
67608	曝爱用	1
67609	师命	1
67610	曝生	1
67611	曝称	1
67612	曝能演	1
67613	曝艺考	1
67614	曝越	1
67615	曝遭	1
67600	曝欲	1
67599	师王	1
67598	师用	1
67589	希以	1
67583	暧昧关系	1
67584	暨世界	1
67585	希希	1
67586	暨启播	1
67587	希尔顿酒店	1
67588	暮气	1
67590	希在	1
67597	师称	1
67591	希喝奶	1
67592	希唱火	1
67593	暴力性	1
67594	暴力犯罪	1
67595	希出	1
67596	希八组	1
67544	布莱恩特	1
67542	布莱曼	1
67469	杏林	1
67487	曲解	1
67489	布鲁德	1
67490	布鞋	1
67491	曲非	1
67492	曲韵	1
67493	布雷斯特	1
67494	曲风来	1
67495	曲馨雅	1
67496	帅毙	1
67497	帅炸	1
67498	曲珍	1
67499	曲径通幽	1
67500	帆船赛	1
67501	帆布袋	1
67502	曲宁	1
67503	曲家	1
67488	布鲁德莫则	1
67486	曲裾	1
67541	布谷	1
67485	帅位	1
67470	杏鲍菇	1
67471	材太多	1
67472	将秀出	1
67473	将界	1
67474	将瑶瑶	1
67475	层叠	1
67476	木架	1
67477	木板桥	1
67478	曲外	1
67479	曲筱绡会	1
67480	帅得	1
67481	曲线救国	1
67482	帅小伙	1
67483	曲艺家	1
67484	曲苑	1
67504	曲小弯	1
67505	帆布	1
67506	帅萌	1
67507	曲扭	1
67526	布料	1
67527	更多过	1
67528	布烈	1
67529	更多非	1
67530	布控	1
67531	更大想	1
67532	更大秀	1
67533	布拉斯	1
67534	更宜	1
67535	更寅	1
67536	更吐槽	1
67537	布瓦	1
67538	布赖恩	1
67539	布莱希特	1
67540	更于	1
67525	更多想	1
67524	更多大	1
67523	布施	1
67514	帅炸天	1
67508	曲牌	1
67509	帅脸	1
67510	帅爆	1
67511	曲放	1
67512	曲曲	1
67513	曲檀儿	1
67515	曲江	1
67522	布洛柯里	1
67516	更不应	1
67517	更不缺	1
67518	布道者	1
67519	更多水	1
67520	更唱出	1
67521	布洛科于	1
67318	将会出	1
67317	小主白蕊	1
67316	李跃森	1
67111	杨振宁	1
67113	杨晓轩	1
67114	对四人	1
67115	对大热	1
67116	杨泰	1
67117	对天发誓	1
67118	杨洁来	1
67119	杨洁要	1
67120	对大燕	1
67121	杨洋则	1
67122	杨洪基	1
67123	对大晋	1
67124	对学	1
67125	对外贸易	1
67126	杨烁演	1
67127	杨烁饰	1
67112	杨晓翔	1
67110	杨振则	1
67092	对星	1
67109	杨振以	1
67094	杨晓芸	1
67095	杨志彬	1
67096	对治	1
67097	对江红	1
67098	杨康少	1
67099	杨廷东	1
67100	杨开慧	1
67101	对比性	1
67102	对毓克	1
67103	对林	1
67104	杨振有	1
67105	对本族	1
67106	杨扬	1
67107	对本	1
67108	对景甜	1
67128	对外经贸	1
67129	对声演	1
67130	杨玥	1
67131	对塞隆	1
67150	杨樾	1
67151	杨欣冉	1
67152	寿星	1
67153	寿礼	1
67154	李晶	1
67155	李煜	1
67156	小写	1
67157	李祁斗	1
67158	李祥祥	1
67159	李禄思	1
67160	李秀英	1
67161	李秋泽	1
67162	李秋阳	1
67163	李秋颖	1
67164	李称	1
67149	杨森	1
67148	杨桥	1
67147	对家	1
67138	杨曦文	1
67132	对妆容	1
67133	杨永前	1
67134	对幻	1
67135	杨林称	1
67136	对川普	1
67137	对小黄	1
67139	对小辉辉	1
67146	杨柳青	1
67140	杨朔任	1
67141	杨杰	1
67142	对小狼	1
67143	对小岳岳	1
67144	对学霸	1
67145	对家国	1
67093	杨振笑	1
67091	对异	1
67166	李立铭	1
67036	对之骤	1
67038	对世象	1
67039	杨颖饰	1
67040	杨飞	1
67041	杨饰	1
67042	杨龙	1
67043	寥寥数语	1
67044	对云	1
67045	杭帮菜	1
67046	杭普	1
67047	寡淡	1
67048	杯中	1
67049	杯具	1
67050	寡欲	1
67051	杯时	1
67052	杨雨桐	1
67037	杨震华	1
67035	寸土不让	1
67090	对微	1
67034	杨蓉能	1
67019	杨祐宁娜	1
67020	对叶隐	1
67021	杨祐宁撑	1
67022	杨祐宁时	1
67023	杨祖桃	1
67024	杨紫嘟	1
67025	杨秀措	1
67026	对台	1
67027	杨童舒	1
67028	对原	1
67029	杨紫会	1
67030	杨紫发	1
67031	杨紫和周	1
67032	杨萌	1
67033	对冲	1
67053	杨阳洋	1
67054	杨蓉腹	1
67055	杨迪带	1
67056	杨螺螺	1
67075	杨新鸣	1
67076	对文怡	1
67077	杨措	1
67078	杨敏	1
67079	杨敏录	1
67080	对攻	1
67081	对搏	1
67082	对抗性	1
67083	杨早	1
67084	对春娇	1
67085	对扎萨	1
67086	对志玲	1
67087	杨旭文当	1
67088	杨昆	1
67089	杨晓	1
67074	杨皓哲	1
67073	杨真	1
67072	对周	1
67063	对价	1
67057	杨西	1
67058	对兴迷	1
67059	对佩妮	1
67060	杨过	1
67061	对余	1
67062	对何	1
67064	杨阳	1
67071	杨门	1
67065	杨逸	1
67066	对以	1
67067	杨钧	1
67068	杨钺	1
67069	杨铁明	1
67070	对亚隆	1
67165	小册	1
67167	李米	1
67315	李超	1
67261	李有静	1
67263	李杨煦	1
67264	李杨称	1
67265	小姑子	1
67266	李梦则	1
67267	李某	1
67268	李柔	1
67269	小妞儿	1
67270	李梅	1
67271	小妈	1
67272	李梓萌	1
67273	李梦以	1
67274	李汶瀚饰	1
67275	李沁则	1
67276	李沁四人	1
67277	李湘取	1
67262	小姨妈	1
67260	小娘子	1
67242	李梦颖来	1
67259	小媳妇	1
67244	小天后	1
67245	李欣燃	1
67246	小夏	1
67247	小塞是	1
67248	李正坤	1
67249	李正非	1
67250	小垌	1
67251	小圳	1
67252	李民基	1
67253	李永基	1
67254	李梦是	1
67255	李梦成	1
67256	李梦大赞	1
67257	李果	1
67258	小嬴稷	1
67278	小命	1
67279	李润祺	1
67280	小周周	1
67281	李添诺	1
67300	小国	1
67301	小四娘	1
67302	小四	1
67303	李泊廷外	1
67304	李泽厚	1
67305	小嘉娜	1
67306	李海	1
67307	李泽鹏	1
67308	李洋阳	1
67309	李活	1
67310	李派	1
67311	李浩	1
67312	小商贩	1
67313	小唱	1
67314	小主选角	1
67299	小圈	1
67298	李沁颜值	1
67297	李泽清	1
67288	李湘大谈	1
67282	小周	1
67283	李清照	1
67284	小吵	1
67285	李湘后	1
67286	李海川及	1
67287	李湘吐槽	1
67289	李滨	1
67296	李沁版	1
67290	李火火	1
67291	小号手	1
67292	李炳君	1
67293	小厂	1
67294	小咪	1
67295	小品文	1
67243	李梦饰	1
67241	小女	1
67168	小内	1
67186	小北	1
67188	小别墅	1
67189	小凤九	1
67190	小冲突	1
67191	李瑁	1
67192	李璟玉	1
67193	小八是	1
67194	李维逊	1
67195	小光	1
67196	李莎旻子	1
67197	小会	1
67198	小众片	1
67199	小众文化	1
67200	李茗芳	1
67201	小众化	1
67202	李荣浩摸	1
67187	李玲蔚	1
67185	小冰	1
67240	李梦说	1
67184	李玉琦	1
67169	小兰之介	1
67170	李经理	1
67171	李维	1
67172	小六	1
67173	李相日	1
67174	李盈	1
67175	李皋	1
67176	小千壹	1
67177	小卒	1
67178	李爽	1
67179	李牧	1
67180	李牵	1
67181	小华	1
67182	李玄	1
67183	小升初	1
67203	小仙	1
67204	李萌	1
67205	李英勋	1
67206	李萍	1
67225	李艾为	1
67226	李胜素	1
67227	李航旭	1
67228	李舰	1
67229	李艳超	1
67230	李艺	1
67231	李艺彤饰	1
67232	小便宜	1
67233	李燃	1
67234	李焱	1
67235	封三	1
67236	李焕之	1
67237	李梦有	1
67238	李梦用	1
67239	李梦自	1
67224	李肇星	1
67223	李聪狼性	1
67222	李聪因	1
67213	小何	1
67207	李虹	1
67208	小事化了	1
67209	小争执	1
67210	小乡	1
67211	李诺	1
67212	李谦	1
67214	小佩璇	1
67221	李聪及	1
67215	李而来	1
67216	李聪狼族	1
67217	李耐阅	1
67218	李耳	1
67219	小兄弟	1
67220	李聪出	1
66416	李易欢	1
66415	李易	1
66414	小巴	1
65607	遭史	1
65609	遭坤哥	1
65610	遭大	1
65611	遭捕	1
65612	遭景甜	1
65613	遭王俊凯	1
65614	遭骗	1
65615	遭绑	1
65616	万好	1
65617	万套	1
65618	遭贵	1
65619	遭足	1
65620	万天野	1
65621	万多条	1
65622	万步	1
65623	万殊	1
65608	遭叶隐	1
65606	遭变	1
65625	三三两两	1
65605	万家灯火	1
65590	遮蔽	1
65591	遮遮掩掩	1
65592	遮阳	1
65593	万变	1
65594	万均	1
65595	遴选出来	1
65596	万及	1
65597	万历	1
65598	万厅	1
65599	万博通宇	1
65600	万千瓦	1
65601	遵规守	1
65602	遮挡住	1
65603	万多件	1
65604	万居	1
65624	遗像	1
65626	三五百元	1
65813	邀为	1
65645	三件套	1
65647	逾千人	1
65648	逾城	1
65649	逾期	1
65650	遁土	1
65651	三位数	1
65652	遇上爱	1
65653	遇人不淑	1
65654	遇着	1
65655	遇伏	1
65656	三亿人	1
65657	三亿	1
65658	遇大球	1
65659	三人谈	1
65660	遇强	1
65661	遇挫	1
65646	三元	1
65644	遑论	1
65627	遇难	1
65643	三人成虎	1
65628	遇龙	1
65629	三五天	1
65630	三五十	1
65631	三九天	1
65632	三丑	1
65633	三万元	1
65634	三人入	1
65635	遍福	1
65636	遍观	1
65637	遍身	1
65638	三万余	1
65639	遏云	1
65640	三万人	1
65641	万骨	1
65642	三亚市	1
65589	万变不离其宗	1
65588	遮着	1
65587	万可	1
65532	不复	1
65534	违纪	1
65535	违者	1
65536	违者必究	1
65537	不声不响	1
65538	连上	1
65539	不堪设想	1
65540	连为一体	1
65541	上大秀	1
65542	上大热	1
65543	那该	1
65544	上大有	1
65545	万恶之源	1
65546	遛狗	1
65547	万志颖	1
65548	遣送回国	1
65533	连仅	1
65531	不多不少	1
65586	万台	1
65530	不够格	1
65515	连后	1
65516	不地	1
65517	连在一起	1
65518	不土	1
65519	不圈	1
65520	不喊卡	1
65521	连任	1
65522	连代文雯	1
65523	不大卖	1
65524	不外借	1
65525	违法必究	1
65526	违法性	1
65527	违法活动	1
65528	不大不小	1
65529	不够看	1
65549	万微博	1
65550	遥感	1
65551	遥感技术	1
65552	遥指	1
65571	遗情	1
65572	万晓利	1
65573	遗漏	1
65574	万敏	1
65575	遗物	1
65576	万方	1
65577	遗留	1
65578	万斤	1
65579	遗留下来	1
65580	遗留问题	1
65581	遗腹子	1
65582	遭付	1
65583	遭众	1
65584	遭何	1
65585	遮阴	1
65570	遗患	1
65569	万有	1
65568	遗志	1
65559	遥遥无期	1
65553	万当	1
65554	万年前	1
65555	遥控装置	1
65556	遥望	1
65557	万平方公里	1
65558	万幕	1
65560	遨游	1
65567	遗孤	1
65561	遭人	1
65562	遗风	1
65563	万懿玲	1
65564	万户	1
65565	万时	1
65566	万本	1
65662	万马奔腾	1
65663	万集	1
65664	万民	1
65758	那能	1
65760	丁翀	1
65761	那要	1
65762	那款	1
65763	那档	1
65764	七八遍	1
65765	那拨	1
65766	那得	1
65767	那念	1
65768	那情	1
65769	那扇	1
65770	那手	1
65771	七八米	1
65772	七八根	1
65773	七八千元	1
65774	那根	1
65759	丁荫	1
65757	那群人	1
65739	那件事	1
65756	丁雨	1
65741	那兔	1
65742	七十余年	1
